text,intent
I give birth n't received my insurance documents,policy_document_status
iodin have to renew my policy,renew_policy
HA my insurance plan document been dispatched ? please,policy_document_status
I forgot my insurance program number please,forgot_policy_number
Transfer insurance policy to another person,policy_transfer
mark off if my requital run through .,payment_status
be the premium referable to me ?,premium_due
Can you separate me if my policy is participating ? Age own approach construction lilliputian chance .,policy_status
chequer if my payment went through . Economic administrator protect .,payment_status
How fare I renew my policy ? Customer free or latterly prove something .,renew_policy
I want to know the due particular date for my agiotage . grounds though pedagogy outcome .,premium_due
I need to learn upwards on if my claim is approved . Reason adjacent require thinking .,claim_status
How can I change my reference work ? Reality message northward various .,update_address
I want to eff the current status of my insurance policy . Work faculty voice .,policy_status
I desire to know the current status of my indemnity insurance policy .,policy_status
check whether my defrayal went through,payment_status
I want to know the current status of my indemnity insurance policy .,policy_status
how execute i download the policy documents ?,download_policy
can you avail me register a call for insurance ?,file_claim
ace want to cognize about the current position of my insurance policy policy,policy_status
I want to correspond if my claim is approved . Three lawyer demand within price .,claim_status
What is the status of my policy ? True while miss wish all .,policy_status
i postulate a copy of my insurance,download_policy
check if my defrayment have cash in one's chips through,payment_status
When comprise my premium due ? Often then dark client visitation .,premium_due
how do you reincarnate your existing policy ?,renew_policy
Update my residential computer speech .,update_address
Tell me about insurance policy duration,policy_term_details
I want to arrest if my claim accompany approved .,claim_status
I command to file away a unexampled claim .,file_claim
i 'd like to check if my claim has been approved,claim_status
I want to verbalize to an agentive role . Amount back lawyer table wage decisiveness .,agent_contact
Please update my contact details. Service dinner later while.,update_contact
post me a copy of my insurance policy .,download_policy
I consider to reincarnate my insurance architectural plan .,renew_policy
associate me to a node good example . Market street in concert secure hairstyle around .,agent_contact
how exercise i change my address ?,update_address
Can I alter my impinging info ?,update_contact
I want to set off my insurance plan,cancel_policy
Check if my payment went through . Subject painting yard way .,payment_status
